current_severity,monthly_rainfall_mm,vehicles_per_hour,road_age_years,drainage_condition,construction_quality,temperature_range,crack_intensity,severity_30d,severity_60d,severity_90d,weekly_growth_rate,will_worsen,road_type,rainfall_season
2.0,64.33537238145048,513,8,1,2,4.4385298417424295,3.0,2.24847157228156,2.5278122056791545,2.841856942267963,0.02770087888473474,0,collector,dry
1.0,229.65513196615,426,3,0,0,10.578268212628288,1.0,1.110961654432513,1.2342357976194265,1.3711886436831104,0.024856632736484384,0,arterial,monsoon
3.0,370.39667238452165,606,7,1,0,19.635925720919374,3.0,3.614473470945605,4.354806157389857,5.0,0.04443692369912334,1,local,monsoon
4.0,38.918274135743054,639,7,0,2,8.51184047300233,4.0,4.441658026667313,4.9320815064645425,5.0,0.024738837570248643,1,collector,post_monsoon
1.0,149.70374360678449,433,7,0,0,11.735538374872943,0.0,1.0743398333042862,1.1542060774242817,1.240009564818797,0.0168722402371997,0,local,pre_monsoon
1.0,291.2867439969369,556,1,1,0,19.020637879273885,2.0,1.1150882659505463,1.2434218408605962,1.3865251043702784,0.025743619111521347,0,collector,monsoon
2.0,138.69033087893246,456,7,1,1,9.29702191968611,2.0,2.2391955749522965,2.506998411442973,2.806829874657771,0.02671003630515871,0,collector,pre_monsoon
5.0,417.31242486710306,277,1,0,2,17.614899700414462,1.0,5.0,5.0,5.0,0.03232267751296321,0,arterial,monsoon
3.0,26.018031773297025,339,4,1,2,7.4500019869319045,3.0,3.2257058865884884,3.4683928222572096,3.729338381252114,0.017069941777876352,0,highway,dry
3.0,131.02587142684237,50,6,2,1,3.0,1.0,3.243856162877208,3.507534268478814,3.792645551102667,0.018402393322479612,0,collector,pre_monsoon
2.0,80.25416088449282,420,7,2,1,18.142646582203135,1.0,2.2945345615741837,2.632444427129215,3.0201173597356683,0.032575323044213234,1,arterial,pre_monsoon
3.0,367.94408438853793,381,2,1,2,14.193675200287379,0.0,3.627844173435638,4.387084448910303,5.0,0.04533715321082761,1,arterial,monsoon
1.0,67.33993954314165,280,5,0,1,14.522821376672328,1.0,1.1077664399611726,1.22714648550425,1.3593916935579078,0.024168106960897405,0,arterial,post_monsoon
3.0,55.85776807826637,663,10,1,1,6.535186043473628,1.0,3.279333138508818,3.584675277774032,3.918448143065895,0.020990417480577395,0,arterial,dry
5.0,44.55955266841501,605,3,0,0,6.933236917515683,2.0,5.0,5.0,5.0,0.017116868712629275,0,collector,dry
3.0,134.4343767229556,610,1,0,2,17.752182598680697,2.0,3.3239739893701197,3.6829343606697034,4.0806593398078554,0.02421661747176974,1,collector,pre_monsoon
4.0,273.89386898579045,638,9,2,1,13.216036537021315,2.0,5.0,5.0,5.0,0.06478813840803203,1,highway,monsoon
4.0,48.218128554920526,499,3,2,1,11.412719713311201,2.0,4.207731659379457,4.426251429336049,4.656119567897718,0.011883568538809074,0,arterial,dry
1.0,238.8975480785212,497,4,0,0,13.10463331057082,1.0,1.1448681278137927,1.3107230300838584,1.5006050215345283,0.032071079566968495,0,local,monsoon
5.0,88.84942212659189,666,7,0,1,19.5425276500615,1.0,5.0,5.0,5.0,0.02443418332662728,0,collector,post_monsoon
1.0,127.31634270842784,633,7,1,1,15.618441135262849,4.0,1.118478297435355,1.2509937018338906,1.399209305729522,0.026470401815156513,0,arterial,post_monsoon
3.0,52.6323675456984,705,11,2,0,9.626774013074211,5.0,3.381593880411361,3.811725724011856,4.296569460708352,0.02833206652410673,1,highway,dry
1.0,94.57070173640348,491,6,1,2,4.982560694399741,3.0,1.0684697828421146,1.1416276768466755,1.2197946759669154,0.015573103284765055,0,local,post_monsoon
1.0,322.41846195981486,302,7,2,2,14.940268809138926,3.0,1.2841402929039503,1.6490162918594433,2.117568264031772,0.06009042143515719,1,collector,monsoon
3.0,151.35622746096752,547,1,2,0,7.380159946828856,0.0,3.4144129265384127,3.8860718776375354,4.422884684154334,0.030652158199829152,1,local,pre_monsoon
2.0,355.4654318795133,384,9,1,0,6.088115311906172,1.0,2.5773163413919526,3.3212797618030003,4.2799943022146225,0.060959495536797276,1,highway,monsoon
3.0,22.65844944073347,630,4,1,0,18.57874593437034,3.0,3.2586270174149727,3.539550012875601,3.844691100482649,0.019482541990091154,0,collector,post_monsoon
3.0,129.21928061209016,557,19,1,1,16.362028733790734,1.0,3.4418685819815673,3.948819778543934,4.530439577225925,0.03257999494022655,1,arterial,pre_monsoon
1.0,175.03293999420262,510,6,1,1,13.928429633402489,1.0,1.1431188665237564,1.3067207430025576,1.4937371346041646,0.03170291657102477,0,arterial,pre_monsoon
1.0,132.45934431721003,421,8,1,1,5.808014695313753,1.0,1.053773281425914,1.1104381286471385,1.1701500306449466,0.012296361770342183,0,local,pre_monsoon
3.0,312.51691050581087,700,9,1,0,20.94633030383541,1.0,4.250988591602353,5.0,5.0,0.08472427611551209,1,local,monsoon
2.0,50.017808699317335,684,6,1,0,17.144341573579247,2.0,2.08027245143168,2.1637667360927857,2.250612166209032,0.00922434564039837,0,local,dry
4.0,73.59585234385416,387,8,1,1,10.48107199468803,4.0,4.3833357605584995,4.80340809744774,5.0,0.021583275385065912,1,arterial,post_monsoon
3.0,297.9786431167015,254,16,1,2,9.423599709195672,2.0,3.7763905922392373,4.753708635051006,5.0,0.055171337373304805,1,highway,monsoon
4.0,296.575448814702,535,3,0,2,12.392448706544673,1.0,4.707704087432435,5.0,5.0,0.03874306797822702,1,collector,monsoon
3.0,66.31064575490296,737,1,1,1,9.607906667306745,1.0,3.4281059394766253,3.9173034440916394,4.47631040114093,0.03161511165907779,1,collector,dry
3.0,376.38412890482624,247,1,0,0,23.05926978392554,3.0,3.3801028237297093,3.8083650329951846,4.290888467273503,0.028226249318778398,1,arterial,monsoon
3.0,42.002267431217675,594,10,0,0,10.072358126475676,2.0,3.2958119768420877,3.620792195565249,3.977816761266768,0.02218524330958882,0,highway,dry
2.0,32.25403773008844,335,5,2,1,6.660585642298864,2.0,2.166162963501903,2.3461309922236735,2.5410510314394466,0.01879685843800745,0,collector,dry
2.0,327.10100393931066,296,16,0,0,19.94207929166539,4.0,2.314987246888703,2.679582976628669,3.1016002089377195,0.03471562745268198,1,collector,monsoon
4.0,54.378572550718715,686,9,1,0,9.154690833564468,2.0,4.309456850712395,4.642854587037997,5.0,0.017539461122149262,1,highway,pre_monsoon
3.0,328.24047947390625,630,4,1,2,15.932150540583645,2.0,3.511932356406981,4.111222958659431,4.812778977639766,0.037446732307247155,1,highway,monsoon
4.0,57.26054912000093,469,3,1,0,15.376938030430352,2.0,4.229431762006258,4.472023257366841,4.728529301284501,0.013098814724854834,0,arterial,dry
4.0,128.49674875832156,657,5,0,2,11.707189747274729,1.0,4.480609391890749,5.0,5.0,0.026828675733764875,1,highway,pre_monsoon
4.0,30.26067007958483,636,1,0,0,7.135016177386519,1.0,4.226519630570703,4.465867046899878,4.718768685310287,0.012936008051759427,0,local,dry
5.0,86.46150435797672,202,8,0,0,11.759085365108048,1.0,5.0,5.0,5.0,0.022688756079008093,0,arterial,post_monsoon
3.0,333.9971024652723,516,9,0,1,6.150694468338906,3.0,3.848618114732526,4.93728713101578,5.0,0.05984616290608201,1,arterial,monsoon
2.0,327.28871475974347,782,3,0,0,11.881411187315484,1.0,2.3576913248272837,2.7793541915829163,3.276429633058695,0.03913814731158158,1,collector,monsoon
3.0,67.26052494672771,594,1,1,2,15.86390733229829,3.0,3.469758904906249,4.013075619392071,4.641468288815933,0.03452631853392981,1,collector,dry
2.0,30.595243393425438,50,3,0,1,20.588900330959987,0.0,2.0629244234932047,2.127828588522385,2.1947747821349504,0.007254249845533958,0,local,dry
3.0,31.457648812676368,285,10,2,1,6.560754420278558,1.0,3.1979666667804985,3.4089969339463897,3.633952853972492,0.015022395985039745,0,arterial,post_monsoon
4.0,52.62784944094722,699,10,1,1,10.74770698002036,2.0,4.382951195634439,4.80256529582834,5.0,0.02156236172246195,1,local,dry
3.0,136.90213081344157,388,7,1,2,9.375944578873597,1.0,3.339189958052397,3.7167298586526565,4.136955673602152,0.025308685996289607,1,local,pre_monsoon
2.0,260.0857768110536,724,13,1,2,13.36869688753744,3.0,2.5028519770480417,3.132134009506646,3.91963389903656,0.053726429051565584,1,collector,monsoon
2.0,35.47735990449808,909,1,0,1,4.3909581184459,3.0,2.1491575514956427,2.3094390905753728,2.4816742306146455,0.016925006674944197,0,highway,dry
3.0,105.88912669443525,452,6,0,2,7.356686614375167,0.0,3.250516328348491,3.521952133620052,3.8160543059979286,0.018889897224212842,0,local,post_monsoon
1.0,309.54397793198444,376,9,2,1,3.5399172096568225,1.0,1.2165230728559329,1.4799283867908413,1.8003670287055178,0.04679445886054434,0,arterial,monsoon
4.0,36.99736544802233,298,10,1,1,4.8084772966744795,2.0,4.462811682899272,4.979172029255558,5.0,0.02587551943988081,1,local,dry
2.0,53.34623564221102,651,10,1,0,8.697811030439572,2.0,2.2101722964645107,2.4424307900296047,2.699096434077681,0.023589364845067264,0,highway,dry
2.0,47.704560835003065,379,9,2,0,20.35441306412944,2.0,2.208265800603416,2.438218923057323,2.6921177310857893,0.02338327530945547,0,arterial,dry
1.0,131.78138635387154,419,12,1,1,13.738002384663165,2.0,1.137773684430959,1.2945289569835992,1.4728809809897958,0.030575245451721734,0,highway,post_monsoon
3.0,385.1888073734229,278,10,0,0,12.324979367999031,4.0,3.6150794459463675,4.356266466834633,5.0,0.0444777782800284,1,arterial,monsoon
3.0,58.55696061683045,413,2,0,1,18.734430020142423,3.0,3.1542359097533943,3.3164013914592756,3.4869041200323245,0.011766620334126728,0,collector,dry
2.0,27.62360539997475,358,5,0,1,13.917989405917096,4.0,2.115766408310421,2.238233747267389,2.367789888207549,0.01321622368075874,0,local,dry
1.0,261.35815295097734,103,1,2,0,14.387880556985037,4.0,1.074400937654486,1.1543373748328387,1.24022115789002,0.016885734965969033,0,local,monsoon
3.0,433.2575072375603,332,10,0,1,9.634877674100995,2.0,3.9788327741295397,5.0,5.0,0.06810685117424206,1,local,monsoon
2.0,111.64005685726237,649,11,0,1,8.81335822195459,0.0,2.3965835920174654,2.871806456763669,3.4412621168648125,0.043112788980840186,1,collector,pre_monsoon
3.0,136.88159580246239,769,2,2,0,5.444365251342905,0.0,3.3993335840264782,3.851822938496768,4.3645436915185405,0.029588280278094715,1,local,pre_monsoon
3.0,35.264416716595605,478,5,0,0,8.99455216979304,3.0,3.1816528523898326,3.3743049577067863,3.5786223311736505,0.013811839708265354,0,local,dry
2.0,320.881645732662,506,1,0,0,10.597382929504738,1.0,2.351172273076777,2.7640055288425085,3.24932658102271,0.03846701463964083,1,collector,monsoon
2.0,29.167522223996826,557,6,2,1,13.723594737584602,3.0,2.151473259390359,2.314418592935888,2.4897048568687117,0.017180572000851754,0,collector,post_monsoon
5.0,37.27495645574663,892,3,1,1,11.816207924776482,2.0,5.0,5.0,5.0,0.01950346365102285,0,local,dry
3.0,362.83264664540826,298,2,1,0,10.174652670661557,1.0,3.4073953702318716,3.8701144030258647,4.395669966379339,0.030157504562166683,1,collector,monsoon
3.0,119.32067609590877,247,6,0,0,7.441616240516253,3.0,3.2665642423150323,3.5568139830570606,3.8728537912067673,0.02006141792930436,0,collector,pre_monsoon
1.0,114.11119146762701,489,14,1,0,13.995634039776052,3.0,1.120567439237945,1.2556713858802855,1.407064469400233,0.02691744846710836,0,arterial,pre_monsoon
3.0,40.44507737466167,578,10,2,2,9.511169564830796,4.0,3.4097457732815513,3.875455412803801,4.40477257111629,0.03032326673224692,1,local,dry
1.0,77.1007186809634,493,5,1,1,13.768982539959946,1.0,1.1260608841107231,1.2680131147242233,1.4278599690303508,0.02808992599964577,0,arterial,post_monsoon
3.0,101.36522269664313,227,6,1,1,3.0,3.0,3.4324336302697596,3.9272002087356133,4.493284689755512,0.031918840762866184,1,collector,pre_monsoon
5.0,374.92417822909624,676,14,0,1,13.682105814849471,2.0,5.0,5.0,5.0,0.06679763801072955,0,arterial,monsoon
2.0,34.576143012039054,472,12,2,1,15.734534513981194,2.0,2.217133874044294,2.4578413077173296,2.7246816101827083,0.024340746116556518,0,arterial,dry
1.0,32.41515582732293,610,5,1,2,15.097654296818739,2.0,1.0769490779104003,1.1598193164120612,1.24906634335264,0.017447961612582726,0,collector,dry
1.0,49.225564416415665,810,9,2,2,11.016397873246527,4.0,1.1430973684093761,1.3066715936644409,1.493652860093108,0.03169838922643598,0,collector,dry
2.0,443.6253619066819,207,3,0,1,16.576591577121885,2.0,2.281376477304847,2.6023393155999366,2.968457850287645,0.0311906301888745,0,collector,monsoon
2.0,38.37752130198105,156,7,1,0,5.635205585220763,2.0,2.109878246851413,2.2257931082683955,2.348076230563639,0.012557573618280415,0,arterial,dry
1.0,355.94505111768933,613,10,2,1,11.553969673967348,4.0,1.307583219683838,1.7097738763987522,2.235671630232797,0.0645747936725498,1,highway,monsoon
4.0,199.43652640671263,93,11,0,1,11.033020994196505,5.0,4.349851156470917,4.730301270862844,5.0,0.019756998533541167,1,arterial,pre_monsoon
3.0,133.61807665211325,420,4,2,0,17.181998445205434,1.0,3.370609020647512,3.787001723356793,4.25483405665136,0.027551653106215147,1,local,pre_monsoon
2.0,106.04263712492757,385,11,0,1,3.0,1.0,2.282030338962563,2.603831233972796,2.971010936732124,0.03125958378905552,0,local,pre_monsoon
5.0,103.15929787428159,571,7,0,0,6.709351410363501,1.0,5.0,5.0,5.0,0.02473401490248794,0,arterial,pre_monsoon
1.0,26.41256855774391,366,5,2,0,20.736254043152577,5.0,1.0964511371230403,1.2022050960984083,1.3181591446722138,0.021717501142480344,0,collector,dry
5.0,62.4893163771353,598,14,0,0,3.0,2.0,5.0,5.0,5.0,0.021450745469403922,0,highway,dry
2.0,350.9697813755882,286,5,1,1,16.072119858437503,3.0,2.4419324763158974,2.981517109443145,3.6403317291203576,0.04768530593894434,1,collector,monsoon
4.0,383.92548341585484,251,2,0,0,8.49836418486429,1.0,4.380267396475715,4.796685616157036,5.0,0.021416370410596595,1,arterial,monsoon
3.0,62.20738229003621,503,4,1,2,13.2735130182305,3.0,3.676324926036812,4.505121653933191,5.0,0.04858010779638412,1,collector,dry
4.0,95.77859831147666,521,9,1,0,19.068912019296768,3.0,4.735581998034013,5.0,5.0,0.04017509906847203,1,collector,pre_monsoon
5.0,35.11806202386371,559,3,0,0,13.466034355394152,8.0,5.0,5.0,5.0,0.014474877172643851,0,local,dry
2.0,58.6989447143298,795,10,0,2,19.172666883805086,4.0,2.144691970752656,2.2998518247054553,2.4662368711833174,0.016431581156309296,0,highway,dry
5.0,46.70290174594013,756,3,2,1,9.538254096065993,3.0,5.0,5.0,5.0,0.013933616671844729,0,arterial,dry
2.0,66.3743106769392,590,6,2,0,10.199118720785462,3.0,2.3957434178939603,2.8697932621911173,3.4376441593054032,0.04302745084603984,1,collector,post_monsoon
2.0,43.383430256536265,661,15,2,0,15.934211244238625,3.0,2.1784307127279763,2.3727801850782595,2.5844686148634266,0.0201402339495963,0,arterial,dry
2.0,46.97857325821741,552,3,0,0,9.802847698588343,3.0,2.129835973276556,2.268100636531447,2.4153411633480655,0.0147843740987778,0,highway,dry
3.0,47.58538751946179,735,1,1,1,14.986731905190013,3.0,3.295915757975851,3.621020227891176,3.9781925430186114,0.022192753606961393,0,collector,dry
2.0,72.93959579343935,572,12,2,1,17.919021082888417,5.0,2.3862001425226613,2.846975560087585,3.396726743619764,0.042056507506088164,1,local,dry
3.0,292.9555833618349,389,1,0,1,16.341684471436942,0.0,3.2303543603757308,3.478396431199499,3.745484359546894,0.01741174287512423,0,collector,monsoon
3.0,37.53929217777694,349,3,2,1,4.10544217276709,2.0,3.1350769552533624,3.276235838453564,3.423750492370316,0.010329317047195377,0,local,dry
4.0,21.446602186439293,730,9,0,0,10.293096114752391,1.0,4.385548834534081,4.808259645020809,5.0,0.02170360089650373,1,arterial,dry
4.0,261.9122841288604,463,9,1,2,13.409162420274109,2.0,4.579849274147222,5.0,5.0,0.032090891432109594,1,highway,monsoon
3.0,67.94330349317228,883,1,0,2,10.78053230185304,4.0,3.307785562978493,3.647148443549649,4.02132832253767,0.023050538447138124,1,collector,dry
2.0,279.59514562640766,279,5,1,2,12.396830066957666,2.0,2.241977304621903,2.5132311172198474,2.817303563038224,0.027007504661833354,0,local,monsoon
2.0,373.2682361347309,750,10,0,1,13.4753537213463,2.0,2.466795501311814,3.0425400226461026,3.752662020212276,0.05016466670322746,1,arterial,monsoon
2.0,40.45062046781928,414,15,0,2,9.367159396412152,2.0,2.1576766811869907,2.3277843302690537,2.511302984127007,0.017864154181577826,0,local,dry
1.0,366.87052017725597,581,2,0,1,11.032805597720682,3.0,1.1638072457525332,1.3544473052660975,1.5763155878586776,0.036029797827024056,0,collector,monsoon
2.0,25.463209835525404,239,11,0,1,6.094826359965724,2.0,2.1384764863632713,2.286540841364301,2.444856912183424,0.015743486766626416,0,arterial,dry
2.0,328.46686980233557,132,4,0,1,9.610791065463392,3.0,2.2634931718933315,2.561700669603868,2.8991959870414656,0.029298828262484068,0,collector,monsoon
5.0,93.33225572820689,795,11,0,1,4.366606986170923,3.0,5.0,5.0,5.0,0.03799901261027099,0,collector,pre_monsoon
3.0,24.33100315932373,412,2,2,1,12.582483478463455,1.0,3.195803297343811,3.404386238437859,3.6265829220772012,0.014862137210245213,0,arterial,dry
2.0,268.37369191599004,697,6,0,0,11.033888978207251,0.0,2.2969393956869526,2.6379652937293714,3.029623203810948,0.03282773774074429,1,arterial,monsoon
3.0,78.95800554676464,368,8,2,0,7.4210239397568545,0.0,3.2813482306019157,3.589082070158108,3.9256760334661234,0.021136771798070806,0,collector,post_monsoon
1.0,36.131039543093536,697,10,0,2,20.926299044144237,1.0,1.0731434431084428,1.1516368494866436,1.2358715338686563,0.016607902104074486,0,collector,post_monsoon
3.0,349.98929815842854,414,9,0,0,10.772942584765795,2.0,3.64771828905202,4.4352829054282,5.0,0.04667055896913977,1,collector,monsoon
3.0,109.45459869723304,257,5,0,0,13.4327647203981,1.0,3.314275379784305,3.661473764348133,4.045044116968393,0.02351853492897455,1,collector,pre_monsoon
3.0,16.176022848377084,629,4,2,0,8.80683417577269,2.0,3.1772098359737946,3.364887447269542,3.56365116480318,0.013481324171957543,0,arterial,dry
3.0,11.966328902940194,688,14,2,0,9.928259896313499,1.0,3.3450649677738653,3.7298198795426565,4.158829938388227,0.025729321749594674,1,arterial,dry
5.0,71.60949559269093,628,8,0,1,13.62206735424268,0.0,5.0,5.0,5.0,0.028682206551103095,0,local,pre_monsoon
4.0,122.08434348663236,471,5,0,1,10.338744750965562,2.0,4.414494567303629,4.871940571188315,5.0,0.023273119142706977,1,arterial,pre_monsoon
3.0,130.08279700955114,150,9,1,1,12.01651678444134,1.0,3.2373976283636425,3.493581134711513,3.770037093337006,0.017928914764065104,0,local,post_monsoon
3.0,148.98836217704016,286,9,0,0,16.034123076767322,2.0,3.324137514797552,3.683296739094815,4.081261622852188,0.024228374243593136,1,collector,pre_monsoon
3.0,76.57811723823178,359,1,2,0,9.409869102405738,1.0,3.3300583366659806,3.696429508532867,4.103108633596003,0.024653757395325094,1,highway,pre_monsoon
2.0,103.73749334856363,448,8,1,1,5.339194083810567,1.0,2.1774989431302942,2.3707508236667736,2.581153706479837,0.020038404671284038,0,arterial,pre_monsoon
2.0,72.07732378485746,726,1,2,0,4.368678551607932,1.0,2.2959306375228583,2.6356487461580596,3.025633353026498,0.03272188177696759,1,local,post_monsoon
1.0,352.29269632953543,476,4,0,2,19.192195181934316,4.0,1.1407723648376706,1.3013615883773315,1.4845573366821159,0.031208374849523254,0,collector,monsoon
3.0,237.8321735206365,78,3,0,1,16.655733502877847,3.0,3.250541743944084,3.5220072097076818,3.816143819208949,0.01889175610132094,0,arterial,monsoon
3.0,21.58811930181557,50,6,2,1,15.278998335938697,0.0,3.1864101111990717,3.3844031322505597,3.594698786992331,0.014165339657284542,0,arterial,dry
2.0,83.05230241127711,361,5,0,0,9.819735970639936,1.0,2.1583740420254935,2.3292892526447337,2.513738729638678,0.017940905172870624,0,collector,post_monsoon
5.0,36.40558178826229,397,6,0,2,5.33459994506083,3.0,5.0,5.0,5.0,0.010611499649641271,0,collector,dry
5.0,119.56547609335128,571,1,1,1,10.588491932519261,2.0,5.0,5.0,5.0,0.02876211490227691,0,collector,post_monsoon
4.0,286.07900284993434,209,6,0,1,11.533228143569772,2.0,4.414197008532776,4.871283807534927,5.0,0.02325702487051089,1,highway,monsoon
3.0,69.11051294651332,223,2,2,1,6.342241666263606,4.0,3.3035235442408997,3.6377559357846505,4.005804127355559,0.022742810813980517,1,collector,pre_monsoon
4.0,130.7622416432491,590,16,2,2,4.6517184347569,0.0,5.0,5.0,5.0,0.0573539185560089,1,collector,pre_monsoon
1.0,377.6367939502091,766,5,0,0,3.348436967980337,3.0,1.3032817907220753,1.6985434260277392,2.213680717892641,0.06375662141555807,1,local,monsoon
4.0,48.89535215819621,107,5,0,0,15.286965937719222,1.0,4.158399192751707,4.323070961569513,4.494263699199753,0.009102875029988572,0,local,dry
1.0,118.81200934462683,346,9,0,0,5.973208423984929,2.0,1.1081231797265827,1.2279369814473524,1.360705432385302,0.024245055033467616,0,arterial,post_monsoon
4.0,86.11543267213787,722,12,0,1,13.54705160357969,7.0,4.622077002428643,5.0,5.0,0.03430353703511994,1,local,pre_monsoon
2.0,32.37077658867014,686,2,0,0,10.011000732963758,2.0,2.1205737676512753,2.248416552025362,2.3839665794889555,0.013752933896378923,0,collector,dry
4.0,49.80395025918952,314,9,0,1,14.948189543880682,3.0,4.275561190137606,4.570105872652725,4.8849418259834865,0.015666351686043054,0,arterial,dry
5.0,66.16669244733296,731,10,0,1,13.679122559845085,3.0,5.0,5.0,5.0,0.04109094663869866,0,arterial,pre_monsoon
1.0,86.36161225554645,508,7,1,1,10.840312910543568,1.0,1.1179762901466659,1.2498709853301022,1.3973261273413058,0.02636288400462688,0,arterial,pre_monsoon
3.0,146.64471965230325,632,7,1,1,12.652267126046086,4.0,3.430153829492003,3.9219850979928843,4.484337401030286,0.03175887476478855,1,collector,pre_monsoon
5.0,311.8799459646134,359,4,2,1,11.448319458116437,2.0,5.0,5.0,5.0,0.049246898372246856,0,arterial,monsoon
3.0,73.54250899135823,558,5,0,2,8.923264246834641,1.0,3.339212834612678,3.7167807849473453,4.13704070017932,0.025310324999786585,1,collector,pre_monsoon
4.0,67.09879609745553,266,6,1,0,16.900413927289314,4.0,4.476563783733268,5.0,5.0,0.02661226844900494,1,collector,post_monsoon
3.0,428.6933463916348,390,5,1,1,9.884631233790008,4.0,3.635489917588364,4.405595646962217,5.0,0.045850787185979514,1,local,monsoon
2.0,82.38160160941788,440,10,0,1,11.5657492687426,1.0,2.1305757178063582,2.2696764446530397,2.4178587601274164,0.014866603730714457,0,collector,post_monsoon
2.0,72.7340171454324,528,3,1,0,4.924374501712469,2.0,2.1989814546228694,2.417759718887655,2.6583043917840774,0.022377696340325017,0,local,dry
2.0,139.35550489442707,981,10,0,0,13.370223019224063,1.0,2.2250035403346744,2.4753203772509176,2.7537983014229273,0.025187964847917004,0,local,pre_monsoon
4.0,74.5067496507739,1011,12,0,2,8.947092014272695,0.0,4.530259912908221,5.0,5.0,0.02947245245706356,1,local,dry
2.0,298.442881741615,422,8,0,1,9.615756704210488,1.0,2.308816627657231,2.665317110073254,3.0768642308582237,0.03407142531377186,1,local,monsoon
3.0,62.94945462839871,795,1,0,0,7.802195695577791,1.0,3.2148189567937804,3.4450203083202178,3.691705531242463,0.01626794819648621,0,arterial,post_monsoon
3.0,5.0,278,9,0,2,11.380017760558257,2.0,3.282464912844089,3.5915253013508512,3.929685261758654,0.021217845749711455,0,arterial,dry
3.0,39.996467726278254,579,4,0,1,3.0,3.0,3.2915913492664637,3.6115245368552724,3.962554307725462,0.021879656714446537,0,collector,dry
4.0,96.40963252103306,362,4,0,1,15.411785064566297,3.0,4.37139316971017,4.777269561047181,5.0,0.020933148019130324,1,collector,post_monsoon
5.0,52.56835142494415,409,8,0,1,11.80667612660386,0.0,5.0,5.0,5.0,0.016173718976571234,0,arterial,dry
3.0,207.81610028270052,1032,11,0,0,9.663571993988963,1.0,3.5553846878229356,4.213586759468598,4.993640615142706,0.04042771717540136,1,arterial,monsoon
4.0,316.2018066331198,422,1,0,0,4.258846671045411,1.0,4.638475310992028,5.0,5.0,0.0351585975730395,1,highway,monsoon
4.0,85.00379162018561,370,7,1,0,14.165333432399851,3.0,4.37629793388908,4.787995901540458,5.0,0.02120031675955619,1,collector,post_monsoon
3.0,37.53854123331405,299,14,0,0,8.828362198524621,2.0,3.2466353794721057,3.5135470957466604,3.8024021028308574,0.01860591675429135,0,collector,dry
5.0,33.50016670965049,346,2,2,2,18.530434351241574,0.0,5.0,5.0,5.0,0.022732451274655438,0,arterial,dry
2.0,294.70506131358246,215,6,0,0,14.43159481164891,0.0,2.1441555624927413,2.2987015380842823,2.464386844697017,0.0163722576094609,0,local,monsoon
1.0,51.64513942211826,544,4,0,0,19.673278443435617,2.0,1.0636296333492905,1.131307996938746,1.2032927099890787,0.01449777760637145,0,collector,post_monsoon
4.0,117.0843136852969,540,9,0,1,12.68485020394286,2.0,4.551284398397158,5.0,5.0,0.030585266449503327,1,arterial,pre_monsoon
3.0,56.30977567987942,567,1,1,2,17.389113805810776,1.0,3.2410068363766085,3.501375104479971,3.782660216779482,0.01819359687369539,0,highway,dry
4.0,389.29985363249705,497,1,1,0,14.313855226491086,2.0,4.6465558671028955,5.0,5.0,0.035579091628949934,1,local,monsoon
4.0,85.4089133647822,386,10,2,2,9.745092938981017,1.0,4.861849767278522,5.0,5.0,0.04658143542836206,1,local,post_monsoon
1.0,104.29315774401257,368,7,0,0,12.936050092420672,0.0,1.0750016082253033,1.1556284576869889,1.24230245052444,0.017018360108140673,0,highway,post_monsoon
4.0,72.53336523550755,531,2,0,0,7.830068667705319,1.0,4.325560990288949,4.677619470177378,5.0,0.018425436870602833,1,collector,post_monsoon
3.0,24.386472032906664,489,6,2,1,22.34389716487186,1.0,3.328079039662599,3.6920366980805097,4.095796649515618,0.02451161879906905,1,local,dry
3.0,46.73276247012257,372,1,1,0,11.495674451472931,1.0,3.1727993173763713,3.355551836114657,3.5488308583485373,0.01315287548893302,0,arterial,dry
3.0,320.214956109967,442,10,0,2,12.131051457593255,3.0,3.4651857777576467,4.002504158124623,4.6231401613830965,0.03420800739197206,1,local,monsoon
5.0,88.68813735066777,807,8,2,2,13.949929308167594,5.0,5.0,5.0,5.0,0.02408633398601938,0,arterial,post_monsoon
1.0,52.20680117383145,894,4,1,1,6.565273378416361,0.0,1.0810008206733446,1.1685627742964444,1.2632173180227766,0.018339849539937517,0,arterial,dry
3.0,38.93277156713447,455,4,0,0,18.606855528332876,0.0,3.205037506976305,3.4240884737082955,3.6581106618134456,0.01554561284378747,0,collector,dry
3.0,371.29423535818415,353,5,0,0,6.873352246159745,2.0,3.546785607406732,4.193229381635847,4.9574952064470175,0.03984001520413645,1,arterial,monsoon
4.0,16.270185329446935,491,2,0,1,5.74264718819303,2.0,4.176379183367332,4.360535770815995,4.552812705391135,0.010119256934728661,0,collector,dry
3.0,141.6748730832881,727,12,1,0,11.16737993648487,3.0,3.4893231877677904,4.058458769564659,4.720424763747166,0.03588446422955081,1,collector,pre_monsoon
1.0,343.8516653943892,491,11,0,1,5.603512511052078,1.0,1.2321383045189034,1.518164801462718,1.8705890044545512,0.04991435526331184,0,collector,monsoon
2.0,320.8052291233076,571,5,0,0,19.80970268095688,4.0,2.3067684391785455,2.660590315995112,3.068682885260799,0.03385730614990634,1,arterial,monsoon
2.0,319.2030146624588,368,5,0,1,10.846483651584725,2.0,2.316147773140228,2.6822702535112186,3.106267137315142,0.03483663730149233,1,arterial,monsoon
